blueTop,blueJungle,blueMid,blueADC,blueSupport,redTop,redJungle,redMid,redADC,redSupport,blueWin
Akali,Warwick,Aurora,Jinx,Braum,Cassiopeia,Ambessa,Galio,Ezreal,Nautilus,1
Kled,Khazix,TwistedFate,Twitch,Rakan,Ambessa,LeeSin,Ahri,Yunara,Lulu,1
Galio,LeeSin,Viktor,Kalista,Senna,Poppy,Ivern,Ahri,Lucian,Rell,0
Kennen,Jayce,Yasuo,Sivir,Poppy,Zaahen,Ambessa,Orianna,Xayah,Lux,0
Lissandra,LeeSin,Malzahar,Ezreal,Blitzcrank,Malphite,Aatrox,Smolder,Lucian,Karma,0
Jayce,Graves,Zoe,Vayne,Lulu,XinZhao,Viego,Anivia,Jinx,Morgana,0
Renekton,Taliyah,Malzahar,Jhin,Nautilus,Gnar,Viego,Aurora,Caitlyn,Karma,1
Aatrox,Vi,Cassiopeia,Varus,Thresh,Renekton,RekSai,Malzahar,Sivir,Swain,1
Urgot,Belveth,Mel,Ashe,Soraka,KSante,Talon,Yone,Jinx,Lulu,1
Zaahen,Ambessa,Sylas,Caitlyn,Neeko,Gnar,Qiyana,Leblanc,Yunara,Braum,0
DrMundo,Zaahen,Swain,Jinx,Lulu,Garen,JarvanIV,Sylas,Caitlyn,Bard,0
Maokai,Ambessa,Sylas,MissFortune,Leona,Gnar,XinZhao,Syndra,Jinx,Lulu,1
Anivia,JarvanIV,Neeko,Jhin,Mel,Aatrox,LeeSin,Diana,Sivir,Sylas,0
Camille,Viego,Viktor,Kaisa,Neeko,Darius,Belveth,Annie,Ezreal,Blitzcrank,0
Shen,Ambessa,Hwei,Ezreal,Bard,Singed,Graves,Ekko,Sivir,Elise,0
Pantheon,Sylas,Zeri,Hwei,Trundle,DrMundo,Sejuani,Ahri,Yunara,Nautilus,1
Teemo,JarvanIV,Mel,Draven,Alistar,Malphite,XinZhao,Lissandra,Varus,Nautilus,0
Jax,Naafiri,Ahri,Lucian,Yuumi,Sett,LeeSin,Sylas,Ezreal,Poppy,0
Sion,MasterYi,Veigar,Twitch,Yuumi,Olaf,Nidalee,Zoe,Aphelios,Alistar,1
Jax,Viego,Orianna,Varus,Alistar,Kled,Shen,Ahri,Yunara,Poppy,0
Irelia,Talon,Aurora,Senna,Alistar,Fiora,Brand,TwistedFate,Yunara,Lulu,1
Vladimir,Sylas,Yasuo,Ezreal,Anivia,Akali,Elise,Aatrox,Yunara,Rell,0
Gnar,Evelynn,Akshan,Smolder,Soraka,Ornn,Talon,Orianna,Draven,Pyke,0
Renekton,Ekko,Sion,Jinx,Thresh,Gangplank,Nocturne,Anivia,Draven,Pyke,0
Olaf,Naafiri,Qiyana,Mel,Rell,Jayce,Evelynn,Sion,Varus,Neeko,1
Sett,XinZhao,Azir,Ezreal,Poppy,Ornn,Jayce,Nunu,Jhin,Rakan,0
Sylas,Ambessa,Zed,Caitlyn,Rakan,Sion,RekSai,Vex,Ezreal,Galio,1
Cassiopeia,Graves,Viktor,Ezreal,Nami,Sion,Shaco,Aurora,Kaisa,Elise,1
Sion,LeeSin,Chogath,Kaisa,Lulu,DrMundo,RekSai,Hwei,Varus,Senna,0
Tryndamere,Vi,Zoe,Ezreal,Karma,Ornn,Naafiri,Velkoz,Yunara,Lulu,0
Ornn,Zed,Karthus,Jhin,Pantheon,Tryndamere,LeeSin,Vex,Kaisa,Nautilus,1
Garen,Graves,Aurora,Ezreal,Nautilus,Sion,LeeSin,Mel,Yunara,Karma,1
Teemo,Naafiri,TwistedFate,Samira,Maokai,Yorick,Zyra,Yone,Corki,Nami,0
Jayce,LeeSin,Zoe,Jhin,Alistar,Ornn,Kindred,Cassiopeia,KogMaw,Blitzcrank,1
Sion,Elise,Qiyana,Ezreal,Karma,Irelia,Zac,Zed,Jhin,Neeko,0
Sion,Brand,Talon,Kaisa,Rakan,Rumble,RekSai,Syndra,Yunara,Braum,1
Sion,Viego,Taliyah,Kaisa,Rakan,Illaoi,Zaahen,Azir,Lucian,Braum,0
Urgot,LeeSin,Akali,Lucian,Nami,Ornn,Sylas,Jayce,Corki,Anivia,1
Sion,MonkeyKing,Ahri,MissFortune,Blitzcrank,Ornn,Graves,Vladimir,Yunara,Nautilus,1
Renekton,Viego,Anivia,Ezreal,Neeko,Sion,Qiyana,Vladimir,Yunara,Leona,1
Zaahen,Vi,Zoe,Kaisa,Bard,Sett,Elise,Irelia,MissFortune,Thresh,1
Varus,Viego,Galio,Jhin,Brand,Malphite,XinZhao,Akali,Zeri,Lulu,0
Neeko,Viego,Diana,Ashe,Leona,Aurora,Sylas,Yasuo,Kaisa,Rell,0
Sett,Viego,Viktor,Ezreal,Rell,Vayne,Sejuani,Yone,Kaisa,Elise,0
Renekton,XinZhao,Akali,Jhin,Thresh,Gnar,Naafiri,Sylas,Kaisa,Leblanc,1
Jayce,Viego,Sylas,Vayne,Yuumi,Akali,LeeSin,Ahri,Kaisa,Elise,0
Gwen,Sylas,Ahri,MissFortune,Braum,Ambessa,Viego,Swain,Lucian,Nami,0
Shen,Viego,Yone,Caitlyn,Sona,Gnar,JarvanIV,Zoe,Jhin,Karma,0
Yorick,Sett,Viktor,Sivir,Xerath,Kayle,Graves,Zoe,Jhin,Maokai,0
Sett,Malphite,Ahri,MissFortune,Rell,Aatrox,XinZhao,Sylas,Jhin,Thresh,1
Yasuo,Graves,Nunu,Ezreal,Ashe,Sett,Ambessa,Hwei,Jhin,Senna,1
Swain,Viego,Yone,Caitlyn,Pantheon,Gangplank,Lillia,Irelia,Jhin,Xerath,0
Kaisa,Graves,Zoe,Swain,TahmKench,Vladimir,LeeSin,Viktor,MissFortune,Rell,0
Gnar,XinZhao,Orianna,Tristana,Pantheon,Sylas,Viego,Kassadin,Vex,Karma,0
Rumble,Skarner,Ahri,Yasuo,Karma,Ryze,LeeSin,Katarina,Ezreal,Alistar,1
Sylas,Shaco,Leblanc,Jhin,Pantheon,Fiora,Skarner,TwistedFate,Samira,Rell,0
Vladimir,Naafiri,Ryze,Kaisa,Nautilus,Lulu,Skarner,Mel,Yunara,Rell,1
KSante,Vi,Ekko,Lucian,Rell,Yasuo,Zac,Zoe,Corki,Rakan,0
KSante,Graves,Anivia,Sivir,Xerath,Gnar,Shen,Viktor,Jhin,Elise,1
Gnar,Khazix,Galio,Caitlyn,Bard,Fiora,Olaf,Orianna,Xerath,Lulu,1
Urgot,Vi,Taliyah,Caitlyn,Neeko,Jayce,Nocturne,Sylas,Lucian,Milio,0
Ekko,Viego,Viktor,Varus,Bard,Quinn,Talon,Galio,Kaisa,Neeko,1
Vayne,MasterYi,Lissandra,Ezreal,Pyke,Malphite,RekSai,Ahri,Lucian,Thresh,1
Garen,MasterYi,Anivia,Ezreal,Braum,Renekton,Talon,TwistedFate,Kaisa,Karma,1
KSante,Nidalee,Corki,Jhin,Rakan,Kled,Graves,Mel,Kaisa,Leona,0
Akali,Graves,Sion,Jhin,Zoe,Tryndamere,Hecarim,Viktor,Kaisa,Pyke,1
Jayce,Khazix,Zoe,Xayah,Elise,Olaf,MasterYi,Vex,Ezreal,Janna,1
Kennen,Kindred,Zoe,Jhin,Bard,Yone,Nidalee,Anivia,Draven,Leona,0
Zaahen,Kindred,Xerath,Aphelios,Anivia,Poppy,Karthus,Ahri,Lucian,Taric,1
Jayce,Ambessa,Ekko,Jhin,Nautilus,Zaahen,Nunu,Orianna,Kaisa,Karma,1
Shyvana,LeeSin,Malzahar,Caitlyn,Morgana,Yone,FiddleSticks,Zoe,Jinx,Nautilus,1
Aatrox,Nidalee,Yone,Draven,Pyke,Gnar,Zyra,Corki,Kaisa,Gragas,0
DrMundo,LeeSin,Viktor,Yunara,Karma,Shen,Ambessa,Galio,Kaisa,Mel,0
Gwen,Nidalee,Naafiri,Ezreal,Karma,Olaf,DrMundo,Ziggs,Jhin,Sona,1
Akali,Jax,Sylas,MissFortune,Karma,DrMundo,Kayn,Chogath,Senna,Bard,1
Rumble,Khazix,Viktor,Lucian,Rakan,DrMundo,JarvanIV,Mel,Ezreal,Rell,0
DrMundo,Hecarim,Katarina,Ezreal,Taric,Nasus,Ambessa,Viktor,Ashe,Skarner,0
DrMundo,Nidalee,Anivia,Ezreal,Teemo,KSante,LeeSin,Katarina,Smolder,Lulu,0
Rumble,Taliyah,DrMundo,Kaisa,Nautilus,Kennen,JarvanIV,Viktor,Sivir,Yuumi,0
Malphite,Vi,Ahri,Caitlyn,Bard,Sylas,DrMundo,Jayce,Yunara,Thresh,1
DrMundo,Nidalee,Viktor,Ashe,Seraphine,Olaf,Graves,Mel,MissFortune,Rell,1
Olaf,Zyra,Zac,MissFortune,Veigar,DrMundo,Hecarim,Aurora,Xayah,Thresh,0
Olaf,FiddleSticks,KSante,Ashe,Thresh,DrMundo,Zac,Corki,Aphelios,Blitzcrank,1
Gangplank,Sylas,Galio,Ezreal,Karma,Yone,DrMundo,Ekko,Jhin,Zilean,1
DrMundo,LeeSin,Ekko,Yunara,Braum,Zac,Briar,Kassadin,Xayah,Kennen,1
DrMundo,Volibear,Zoe,Ezreal,Pantheon,Akali,LeeSin,Annie,Kaisa,Leona,0
DrMundo,MonkeyKing,Ahri,Kaisa,Bard,Gwen,Lillia,Yasuo,Senna,Leona,0
Riven,Naafiri,Leblanc,Aphelios,Brand,DrMundo,Briar,Lux,Yunara,Lulu,1
Jax,Taliyah,Yone,Senna,Nautilus,Garen,LeeSin,Akshan,Ezreal,Elise,1
Yorick,Naafiri,Sylas,Jhin,Zoe,Jayce,JarvanIV,Akali,Jinx,Rakan,1
Ornn,Fizz,Ambessa,Jhin,Diana,Garen,Lillia,Yasuo,Caitlyn,Karma,1
Yorick,LeeSin,Ekko,Jhin,Zilean,Jax,Graves,Mel,Ashe,Cassiopeia,1
Teemo,Poppy,Diana,Smolder,Senna,Tryndamere,Khazix,Hwei,Aphelios,Lux,1
Aatrox,Pantheon,TwistedFate,Jhin,Bard,Lulu,Zyra,Anivia,Jinx,Camille,1
Vayne,XinZhao,Tryndamere,Cassiopeia,Alistar,Rumble,Evelynn,Yasuo,Ashe,Senna,0
Jayce,Naafiri,Ahri,Jhin,Alistar,Olaf,Rengar,Sylas,Lucian,Braum,1
Gnar,Khazix,Malzahar,Jhin,Zilean,Jayce,JarvanIV,Orianna,Draven,Morgana,1
Sion,XinZhao,Orianna,Ezreal,Mel,Gnar,Skarner,Viktor,MissFortune,Seraphine,0
Rumble,XinZhao,Renekton,Ezreal,Rell,Gwen,Khazix,Yasuo,Caitlyn,Karma,1
Malphite,Elise,Talon,Jhin,Zilean,Yasuo,RekSai,Anivia,Aphelios,Neeko,0
Akali,Graves,Zeri,Hwei,Bard,Jayce,Naafiri,Viktor,Senna,Rakan,0
Olaf,Ekko,Zed,Yunara,Yuumi,Kled,Lillia,Sylas,Draven,Neeko,1
Skarner,XinZhao,Galio,Draven,Nautilus,Nocturne,Diana,KSante,Lucian,Braum,1
Yorick,Kindred,Zoe,Ezreal,Rammus,Gangplank,Talon,Sivir,Seraphine,Xerath,0
Yasuo,Camille,Zoe,Ezreal,Lulu,Garen,Udyr,Lissandra,Karma,Yuumi,1
Riven,Brand,Galio,Ezreal,Senna,Gnar,Belveth,Yasuo,Jinx,Swain,1
Vayne,Viego,Galio,MissFortune,Nautilus,Jax,Naafiri,Viktor,Sivir,Karma,0
Vayne,Vi,Sylas,Yunara,Mel,Olaf,Shaco,Viktor,Xayah,Leona,1
Akali,LeeSin,Qiyana,Veigar,Seraphine,Leblanc,XinZhao,Fizz,Jhin,Pantheon,0
Shyvana,Viego,Lissandra,Ashe,Seraphine,Varus,Khazix,Zoe,Caitlyn,Bard,0
DrMundo,Nunu,Swain,Ezreal,Mel,KSante,LeeSin,Galio,Sivir,Bard,1
Fiora,Ivern,Qiyana,Corki,Nami,Gnar,Jayce,Mel,Veigar,Blitzcrank,1
KSante,Nidalee,Xerath,Ashe,Braum,Renekton,LeeSin,Yone,Veigar,Rakan,0
KSante,Karthus,Ahri,Ezreal,Alistar,Rengar,Graves,Ryze,Sivir,Yuumi,1
Aatrox,Vi,Orianna,Sivir,Rakan,Ambessa,Talon,Nasus,Veigar,Alistar,1
Illaoi,Vi,Heimerdinger,Kaisa,Akshan,Ambessa,Zac,Irelia,Ezreal,Galio,0
Yone,Khazix,Leblanc,Jhin,Rell,Ambessa,Evelynn,Yasuo,Swain,Nautilus,1
Cassiopeia,Kindred,Mel,Zeri,Bard,DrMundo,Ambessa,Swain,Ashe,Morgana,1
Udyr,XinZhao,Orianna,Draven,Nautilus,Gangplank,RekSai,Viktor,Swain,Anivia,1
Irelia,Talon,Lissandra,Ashe,Braum,Illaoi,Graves,Orianna,Swain,Pyke,0
Ambessa,Vi,Orianna,Jhin,Bard,Olaf,Zaahen,Sylas,Lucian,Taric,1
DrMundo,XinZhao,Mel,Jhin,Gragas,Yone,Zac,Ahri,Draven,Nami,1
Sett,Naafiri,TwistedFate,Kaisa,Pyke,Shen,Vi,Kassadin,Jhin,Xerath,0
Zaahen,Ambessa,Akshan,Jhin,Nautilus,Yone,Khazix,TwistedFate,Jinx,Thresh,1
DrMundo,LeeSin,Viktor,Caitlyn,Thresh,Gnar,MonkeyKing,Vladimir,Aphelios,Darius,1
Gnar,LeeSin,Morgana,Twitch,Lulu,KSante,Kindred,Ryze,Jinx,Thresh,0
Yasuo,Naafiri,Zoe,Smolder,Thresh,Akali,Pantheon,Cassiopeia,Jhin,Nautilus,0
Vladimir,Zac,Lucian,Jhin,Sona,TahmKench,Lillia,Yone,Ashe,Leona,0
Yone,LeeSin,Sylas,Vayne,Lulu,Aatrox,Shyvana,Aurora,Jhin,Rakan,0
TahmKench,Vi,Anivia,Yunara,Lulu,Aatrox,Ambessa,Orianna,Twitch,Sona,1
KSante,Sylas,Qiyana,Vayne,Karma,Jax,Taliyah,Malzahar,Ezreal,Pantheon,0
Trundle,Sylas,Malzahar,Jhin,Bard,Renekton,Nidalee,Smolder,Aphelios,Thresh,0
Yone,Taliyah,Ahri,Ashe,Braum,Yasuo,Kayn,Ryze,Jinx,Milio,1
Varus,Zyra,Ryze,Ezreal,Alistar,Sylas,MasterYi,Lissandra,Jhin,Elise,1
Sett,Nidalee,Hwei,Vayne,Rakan,Pantheon,Khazix,Lissandra,Jhin,Nautilus,1
Camille,Nidalee,Aurora,Ezreal,Bard,Ornn,Talon,Akali,Jhin,Xerath,1
Aurora,MasterYi,TwistedFate,Ezreal,Braum,Kayle,Skarner,Orianna,Vayne,Rakan,1
Sett,MasterYi,Lissandra,Yunara,Leona,Vayne,Naafiri,Viktor,Jhin,Xerath,0
Irelia,LeeSin,Fizz,Kaisa,Leona,Malphite,Vi,Yone,Ezreal,Rakan,0
Jax,Ambessa,TwistedFate,Jhin,Lux,Gangplank,LeeSin,Sylas,Aphelios,Leona,0
LeeSin,Nocturne,Orianna,Ezreal,Bard,Zaahen,Shaco,Ahri,Aphelios,Seraphine,1
KSante,Karthus,Yone,Kaisa,Lulu,Aurora,LeeSin,Ekko,Ezreal,Taric,1
Aatrox,Ambessa,KogMaw,Tristana,Leona,Gwen,LeeSin,Anivia,Varus,Braum,1
Kled,Ekko,Sylas,Ashe,Thresh,Jax,LeeSin,TwistedFate,Ezreal,Pyke,0
Zaahen,LeeSin,Yorick,Ashe,Senna,Ryze,Vi,Sion,Jhin,Neeko,1
KSante,Talon,Ryze,Kaisa,Alistar,Garen,Vi,Orianna,Ezreal,Karma,1
Zaahen,RekSai,Xerath,Aphelios,Nautilus,Renekton,LeeSin,Aurora,Ziggs,Bard,0
Yone,Viego,TwistedFate,Corki,Nautilus,Zaahen,LeeSin,Talon,Zeri,Hwei,1
Yasuo,LeeSin,Zoe,Draven,Swain,Zac,XinZhao,Rumble,Samira,Nautilus,1
Kled,Viego,Ahri,Ezreal,Pantheon,Gwen,Talon,Jayce,Twitch,Thresh,0
Renekton,Sylas,Talon,Ezreal,Nautilus,Garen,Pantheon,Brand,Jhin,Karma,0
Kled,Zac,Leblanc,Jhin,Neeko,Malphite,LeeSin,Viktor,Caitlyn,Karma,0
Vayne,LeeSin,Neeko,Ezreal,Leona,Cassiopeia,Zac,Pantheon,Ashe,Lulu,0
Zed,Zac,Ahri,Ezreal,Yuumi,Singed,LeeSin,Diana,Kaisa,Nautilus,0
Nocturne,Taliyah,Mel,Caitlyn,Thresh,Jayce,LeeSin,Malzahar,Ezreal,Pyke,0
Kennen,Jayce,Yasuo,Ashe,Neeko,Nasus,LeeSin,TwistedFate,Caitlyn,Elise,1
Darius,XinZhao,Katarina,Kaisa,Neeko,Sion,Nidalee,Aurora,Aphelios,Leona,1
Jax,Skarner,Anivia,Ashe,Lulu,Ryze,Rengar,Mel,Yunara,Yuumi,1
Cassiopeia,Skarner,Akali,Kaisa,Nautilus,Malphite,Qiyana,TwistedFate,Yunara,Lulu,0
Akali,Viego,Galio,Lucian,Leona,KSante,Nunu,Hwei,Xayah,Braum,0
Jayce,Zac,Yone,Swain,Rakan,Rumble,Graves,Zed,Ezreal,Karma,1
Fiora,Viego,Diana,Jhin,Zilean,Jax,XinZhao,Annie,Kaisa,Nautilus,1
Gwen,Hecarim,Jayce,Jhin,Nautilus,Ornn,Pantheon,Xerath,Sivir,Yasuo,1
Ornn,Skarner,Viktor,Ezreal,Nautilus,Jayce,LeeSin,Sylas,Ashe,KSante,0
Zaahen,Ekko,Hwei,Jhin,Rakan,Udyr,Sylas,Jayce,Akshan,Rell,1
Sett,Elise,Lissandra,Draven,Leona,Riven,Belveth,Ahri,Varus,Alistar,1
Illaoi,MasterYi,Rumble,Jhin,Karma,Ambessa,LeeSin,Vex,Yunara,Braum,0
Ambessa,Sylas,Xerath,Ezreal,Leona,Vladimir,Belveth,TwistedFate,Jhin,Alistar,1
Pantheon,Zac,Xerath,Jhin,Elise,Rumble,Ambessa,Brand,Kaisa,Thresh,0
Pantheon,Nidalee,Syndra,Ezreal,Karma,Karthus,Viego,Qiyana,Sivir,Milio,0
Karma,Graves,Ambessa,Ezreal,Elise,Kennen,Kindred,Galio,Sivir,Blitzcrank,1
Yorick,FiddleSticks,Yasuo,Ezreal,Zyra,Illaoi,LeeSin,Hwei,Kaisa,Zac,0
Jax,Shyvana,Mel,Ezreal,Blitzcrank,Gnar,Ambessa,TwistedFate,Sivir,Thresh,0
Kennen,Hecarim,Lissandra,Jhin,Zilean,Rumble,MasterYi,Galio,Ezreal,Karma,0
Gnar,Zac,Sylas,Samira,Nautilus,Varus,Vi,Taliyah,Ezreal,Karma,1
Kayn,Zac,Yasuo,Ezreal,Neeko,Garen,Graves,Sylas,Kaisa,Blitzcrank,0
Camille,LeeSin,Annie,Jinx,Lulu,Renekton,Karthus,Viktor,Aphelios,Thresh,0
Riven,Elise,Yone,Jinx,Karma,Renekton,Graves,TwistedFate,Xayah,TahmKench,1
Aatrox,Lillia,Zed,Ezreal,Karma,Quinn,Shaco,Ahri,Smolder,Soraka,1
MonkeyKing,Viego,Ziggs,Kaisa,Rell,Sett,Graves,Orianna,Jhin,Xerath,1
Gwen,Naafiri,Leblanc,Ashe,Zilean,Akali,Graves,Sylas,Jinx,Rell,0
Gwen,Shaco,Yasuo,Aphelios,Nautilus,Vladimir,Hecarim,Zed,Xayah,Nami,0
Kayle,JarvanIV,Nunu,Ezreal,Thresh,Yorick,Kayn,Zoe,Sivir,Nami,1
KSante,Graves,Brand,Lucian,Braum,Mordekaiser,Naafiri,Taliyah,Ezreal,Bard,0
Camille,Graves,Akali,Zeri,Bard,Garen,Evelynn,Xerath,Ashe,Leona,1
Malphite,XinZhao,Leblanc,Ezreal,Neeko,Ambessa,LeeSin,Zoe,Aphelios,Zyra,0
Mordekaiser,XinZhao,Lissandra,Ashe,Lulu,Irelia,LeeSin,Katarina,Ezreal,Nautilus,0
Gangplank,XinZhao,Xerath,Jhin,Elise,Zaahen,Trundle,Mel,Sivir,Lulu,0
Maokai,MasterYi,Neeko,Ezreal,Nautilus,Sylas,XinZhao,AurelionSol,Sivir,Zilean,1
Ambessa,MasterYi,Akali,Xayah,Braum,Zaahen,Vi,Xerath,Zeri,Rakan,1
Ryze,Ekko,Yasuo,Varus,Karma,Renekton,Sylas,Akali,Ashe,Braum,0
Pantheon,Graves,Neeko,Caitlyn,Karma,Vladimir,Viego,Zed,Kaisa,Nautilus,1
Renekton,Nidalee,Sion,Kaisa,Braum,Aatrox,Ambessa,Singed,Jhin,Nautilus,1
Fiora,Diana,Yasuo,Ezreal,Poppy,Rumble,Kayn,Leblanc,Kalista,Leona,1
Vladimir,Kayn,Taliyah,Ezreal,Nautilus,Sylas,RekSai,Ambessa,Corki,Anivia,0
Riven,Nocturne,Orianna,Sivir,Maokai,Camille,Zed,Xerath,Kalista,Leona,1
Tryndamere,Nidalee,TwistedFate,Yunara,Pyke,Irelia,LeeSin,Yorick,Aphelios,Lulu,1
Zaahen,Graves,Qiyana,Sivir,Lux,Darius,JarvanIV,Ryze,Kalista,Thresh,0
Ambessa,LeeSin,Taliyah,Ziggs,Jax,Kennen,Vi,Orianna,Yunara,Lulu,0
Riven,Taliyah,Talon,MissFortune,Maokai,KSante,Ambessa,Vladimir,Nilah,Lulu,1
KSante,Talon,Morgana,Ezreal,Thresh,Pantheon,Jax,Jayce,Swain,Leona,1
Gwen,Jax,Akali,Ezreal,Karma,Gragas,Graves,Orianna,Jhin,Nautilus,1
Gnar,Naafiri,Lissandra,Varus,Rakan,Malphite,Pantheon,Ahri,Ezreal,Braum,0
Vladimir,LeeSin,Viktor,Jhin,Karma,Skarner,MonkeyKing,Akali,Caitlyn,Bard,1
Sylas,Graves,Yasuo,Sivir,JarvanIV,Fiora,LeeSin,Zoe,Ezreal,Bard,1
KSante,Zyra,Aatrox,Jhin,Karma,Gwen,Naafiri,Anivia,Ashe,Nautilus,0
Kennen,Zaahen,Galio,Varus,Nidalee,Singed,Sylas,Taliyah,Ezreal,Nautilus,1
Gragas,Vi,Aurora,Jinx,Morgana,KSante,LeeSin,Nautilus,Yunara,Thresh,1
Yorick,LeeSin,Vladimir,Yunara,Thresh,Gangplank,Vi,Anivia,Ezreal,Janna,1
Ambessa,Karthus,Pantheon,Kaisa,Thresh,Aatrox,Hecarim,Katarina,Ashe,Karma,1
Shyvana,Viego,Sylas,Twitch,Rakan,Renekton,Ambessa,Leblanc,Ezreal,Karma,1
Renekton,LeeSin,Swain,Varus,Rakan,Irelia,Qiyana,Sylas,Ziggs,Rell,1
Jax,Pantheon,Galio,Caitlyn,Bard,Sylas,Viego,Yone,Ezreal,Nautilus,1
Gwen,Graves,Ahri,Jhin,Bard,Akali,Aatrox,Talon,Kaisa,Blitzcrank,1
Irelia,Nidalee,Sion,Xayah,Rell,Vayne,Zac,Taliyah,Lucian,Braum,1
Kled,Vi,Zed,Jhin,Karma,Yone,Nidalee,Azir,Ezreal,Soraka,1
Fizz,Vi,Zaahen,Lucian,Bard,Zilean,Graves,Kassadin,Varus,Braum,1
Kennen,Graves,Ekko,Jhin,Zilean,Sion,Kindred,Ahri,Zeri,Yuumi,0
Singed,Graves,Zilean,Varus,Alistar,Gangplank,Naafiri,Akali,Ezreal,Rell,1
Akali,Taliyah,Corki,Kaisa,Nautilus,Jayce,Hecarim,Zilean,Ezreal,Poppy,1
Gnar,Graves,Zilean,Kaisa,Nautilus,Poppy,Belveth,Ekko,Yunara,Braum,1
Karma,LeeSin,Kassadin,Kaisa,Nautilus,Sion,XinZhao,Zilean,Jhin,Bard,0
KSante,Naafiri,TwistedFate,Jinx,Lulu,Camille,Graves,Galio,Ezreal,Leona,0
Darius,Vi,Mel,Caitlyn,Bard,KSante,Graves,Syndra,Jhin,Nautilus,0
Aatrox,Nidalee,Yone,Xayah,Rakan,Jax,JarvanIV,Syndra,Draven,Sona,1
DrMundo,Graves,Pantheon,Yunara,Poppy,Aatrox,Jayce,Aurora,Caitlyn,Nautilus,1
Yone,RekSai,Lissandra,Jhin,Pyke,Jax,Graves,Aurora,Jinx,Nautilus,0
KSante,Nidalee,Irelia,Draven,Blitzcrank,Ambessa,Graves,Vex,Ezreal,Bard,1
Yone,JarvanIV,Galio,Varus,Ezreal,Viktor,Viego,Katarina,Jhin,Nautilus,0
Vayne,Sylas,Corki,Tristana,Rell,Yasuo,Ekko,Galio,Jhin,JarvanIV,0
Sion,Hecarim,Orianna,Sivir,Yuumi,KSante,JarvanIV,Qiyana,Kaisa,Janna,0
Tryndamere,Poppy,Zoe,Aphelios,Ezreal,Jax,LeeSin,Cassiopeia,Kaisa,Nautilus,0
Yone,Nidalee,Aurora,Kaisa,Lux,Gragas,Jayce,Ekko,Xayah,Ezreal,0
Fiora,Ekko,TwistedFate,Kaisa,Blitzcrank,Renekton,Briar,Taliyah,Twitch,Nami,1
Fiora,JarvanIV,Ambessa,Cassiopeia,Thresh,Darius,Taliyah,Nocturne,Veigar,Seraphine,1
Kled,LeeSin,Zoe,Kaisa,Alistar,DrMundo,Zyra,Irelia,Mel,Karma,0
Neeko,Belveth,Vladimir,Lucian,Maokai,Camille,LeeSin,Vex,Yunara,Rell,1
Zaahen,Graves,Cassiopeia,Aphelios,Karma,Urgot,RekSai,Irelia,Kaisa,Nautilus,0
Gnar,Nidalee,Zed,Yunara,Rakan,RekSai,Naafiri,Sylas,Jinx,Thresh,1
Yasuo,RekSai,Lissandra,Draven,Rammus,Riven,Viego,Orianna,Jinx,Thresh,1
Gnar,RekSai,Lux,Ezreal,Pyke,Ambessa,Nunu,Galio,Xayah,Rakan,1
Cassiopeia,Hecarim,Qiyana,Jhin,Pyke,Zoe,Jayce,Ryze,Varus,Shaco,1
Rumble,Qiyana,Hwei,Varus,Leona,Pantheon,RekSai,TwistedFate,Draven,Anivia,0
Renekton,Graves,Taliyah,Kaisa,Bard,Gragas,RekSai,Galio,Jhin,Xerath,1
Olaf,RekSai,Aurora,Ezreal,Karma,Riven,FiddleSticks,Akali,Sivir,Anivia,1
Ambessa,RekSai,Anivia,Ashe,Rell,Malphite,Aatrox,TwistedFate,Kaisa,Pantheon,1
Anivia,RekSai,Akshan,Ashe,Skarner,Kled,Lillia,Talon,Sivir,Zoe,1
Sejuani,Zac,Yone,Jhin,Karma,Aatrox,JarvanIV,Aurora,Yunara,Rakan,0
Ambessa,Kindred,Azir,Corki,Nautilus,Gnar,Naafiri,Aurora,Jhin,Pyke,1
Camille,Ambessa,Galio,Aphelios,Senna,Mordekaiser,Kayn,Ahri,Jinx,Braum,0
Gnar,FiddleSticks,Zoe,Jhin,Nautilus,Camille,Evelynn,Galio,Caitlyn,Elise,0
Yone,Belveth,Anivia,Zeri,Bard,Ambessa,RekSai,Ahri,Jhin,Seraphine,1
Camille,Viego,Ahri,Yunara,Neeko,Irelia,Vi,Aurora,Jinx,Thresh,1
Ezreal,Vi,Viktor,Jhin,Karma,Ambessa,Belveth,Aurora,Kaisa,Poppy,0
Warwick,Vi,Ahri,Ashe,Seraphine,KSante,Viego,Aurora,Varus,Karma,0
Renekton,Viego,Ryze,Ezreal,Alistar,Zaahen,Naafiri,Yone,Kaisa,Leona,1
Malphite,Nidalee,XinZhao,Ashe,Karma,Olaf,LeeSin,Aurora,Ezreal,Pyke,1
Zaahen,Vi,Sivir,Jhin,Nautilus,Yone,Graves,TwistedFate,Twitch,Yuumi,1
Jayce,Kindred,Ahri,Ezreal,Rell,Rumble,Graves,Orianna,Jhin,Alistar,0
Illaoi,Viego,Zoe,Ezreal,Karma,Sett,LeeSin,Katarina,Senna,Thresh,0
Jax,Sylas,Taliyah,Kaisa,Rell,Pantheon,Rengar,Nunu,Jhin,Karma,1
Gnar,LeeSin,TwistedFate,Kaisa,Rell,Jayce,Vi,Aurora,Sivir,Alistar,1
Zaahen,LeeSin,Kassadin,Ashe,Zilean,Gnar,Diana,Katarina,Ezreal,Xerath,1
